Alkon hinnasto 13.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
943467;Moët & Chandon Ice Impérial Rosé Champagne Demi-Sec;Moët & Chandon;0.75 l;77.53;103.37;;B10;kuohuviinit ja samppanjat;Lempeä & makeahko;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleanpunainen, puolimakea, hapokas, kypsän sitruksinen, hunajameloninen, vadelmainen, kevyen marsipaaninen;pullo;luonnonkorkki;12.0;6.3;36;;;;80.0;vakiovalikoima;3185370615492
008783;Moët & Chandon Impérial Champagne Brut;Moët & Chandon;0.75 l;62.48;83.17;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, Pinot Meunier, Chardonnay, ;Keltainen, erittäin kuiva, hapokas, sitruksinen, hunajameloninen, viheromenainen, mantelinen, kevyen yrttinen, hennon paahteinen;pullo;luonnonkorkki;12.5;5.9;5;;;;70.0;vakiovalikoima;3185370729960
008782;Moët & Chandon Impérial Champagne Brut;Moët & Chandon;0.375 l;34.99;93.04;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Keltainen, erittäin kuiva, hapokas, sitruksinen, hunajameloninen, kaurakeksinen, kevyen yrttinen, hennon paahteinen;pullo;luonnonkorkki;12.5;5.9;5;;;;70.0;vakiovalikoima;3185370791790
914743;Moët & Chandon Impérial Champagne Brut Mathusalem;Moët & Chandon;6 l;1019.75;169.96;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, viheromenainen;pullo;luonnonkorkki;12.5;5.9;5;;;;70.0;tilausvalikoima;3185370797600
932134;Moët & Chandon Impérial Champagne Brut Salmanazar;Moët & Chandon;9 l;1619.99;180.0;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, viheromenainen;pullo;luonnonkorkki;12.5;5.9;5;;;;70.0;tilausvalikoima;3185370796986
564548;Moët & Chandon Impérial Magnum Champagne Brut;Moët & Chandon;1.5 l;139.78;93.12;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Keltainen, erittäin kuiva, hapokas, kypsän sitruksinen, hedelmäinen, mineraalinen, hennon paahteinen, tasapainoinen;pullo;luonnonkorkki;12.5;5.9;5;;;;70.0;vakiovalikoima;3185370785249
008179;Moët & Chandon Impérial Mini Champagne Brut;Moët & Chandon;0.2 l;21.60;107.5;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Keltainen, erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, kevyen aprikoosinen, hennon marsipaaninen;pullo;luonnonkorkki;12.5;5.9;5;;;;70.0;vakiovalikoima;3185370792902
912367;Moët & Chandon Nectar Impérial Champagne Demi Sec;Moët & Chandon;0.75 l;69.89;93.05;;B10;kuohuviinit ja samppanjat;Lempeä & makeahko;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Kullankeltainen, puolimakea, keskihapokas, hedelmäinen;pullo;luonnonkorkki;12.5;5.7;44;;;;90.0;tilausvalikoima;3185370768990
589057;Moët & Chandon Rosé Impérial Champagne Brut;Moët & Chandon;0.75 l;73.28;97.57;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, Pinot Meunier, Chardonnay, ;Helakanpunainen, erittäin kuiva, hapokas, sitruksinen, punaherukkainen, kevyen vadelmainen, yrttinen, hennon mineraalinen;pullo;luonnonkorkki;12.5;5.5;7;;;;70.0;vakiovalikoima;3185370770399
008751;Mumm Champagne Ice Xtra Demi-Sec;Mumm;0.75 l;51.98;69.17;;B10;kuohuviinit ja samppanjat;Lempeä & makeahko;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Vaaleankeltainen, puolimakea, hapokas, makean hedelmäinen, kypsän omenainen, hennon hunajainen, kevyen paahtoleipäinen;pullo;luonnonkorkki;12.5;6.1;42;;;;90.0;vakiovalikoima;3043709000886
008741;Mumm Cordon Rouge Champagne Brut;Mumm;0.75 l;46.47;61.83;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, sitruksinen, omenainen, aprikoosinen, tasapainoinen, raikas;pullo;luonnonkorkki;12.0;6.4;9;;;;70.0;vakiovalikoima;3043700103814
925886;Mumm Cordon Rouge Champagne Brut;G.H. Mumm & Cie;0.375 l;31.48;83.68;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, persikkainen, tasapainoinen;pullo;luonnonkorkki;12.5;6.4;9;;;;70.0;tilausvalikoima;3043700103821
903898;Mumm Cordon Rouge Magnum Champagne Brut;Mumm;1.5 l;117.48;78.32;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, hapokas, keltaomenainen, kypsän päärynäinen, limettinen, kevyen mantelinen;pullo;luonnonkorkki;12.5;6.6;9;;;;70.0;vakiovalikoima;3043700103807
959177;Mumm Le Millésimé Champagne Brut 2013;G.H. Mumm & Cie;0.75 l;73.19;97.59;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;2013;AC Champagne;;Pinot Noir, Chardonnay, ;Keltainen, erittäin kuiva, keskihapokas, paahteinen, aromikas, moniulotteinen;pullo;luonnonkorkki;12.5;5.4;7;;;;70.0;tilausvalikoima;3043700103913
567047;Mumm RSRV Cuvée Lalou Champagne Brut 2008;G.H. Mumm & Cie;0.75 l;163.89;218.52;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;2008;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, kermainen, mineraalinen, hennon paahteinen, tyylikäs, pitkä;pullo;luonnonkorkki;12.5;7.0;7;;;;70.0;erikoiserä;3043709000152
946957;Nicolas Feuillatte Collection Organic Champagne Brut;Champagne Nicolas Feuillatte;0.75 l;59.99;79.85;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;Luomu;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, hedelmäinen, omenainen, paahteinen;pullo;luonnonkorkki;12.0;7.0;5;;;;70.0;tilausvalikoima;3282946069458
536277;Nicolas Feuillatte Collection Vintage Blanc de Blancs Champagne Brut 2017;Nicolas Feuillatte;0.75 l;59.99;79.85;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2017;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Viherkeltainen, erittäin kuiva, erittäin hapokas, kypsän sitruksinen, kevyen aprikoosinen, mineraalinen, hennon briossinen;pullo;luonnonkorkki;12.0;6.6;10;;;;70.0;vakiovalikoima;3282946101264
903167;Nicolas Feuillatte Grand Cru Blanc de Blancs Champagne Brut 2015;Nicolas Feuillatte;0.75 l;69.98;93.17;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2015;AC Champagne;;Chardonnay, ;Viherkeltainen, erittäin kuiva, hapokas, sitruksinen, hedelmäinen, pitkä;pullo;luonnonkorkki;12.0;6.5;7;;;;70.0;tilausvalikoima;3282946016100
916307;Nicolas Feuillatte Grand Cru Blanc de Noirs Champagne Brut 2015;Nicolas Feuillatte;0.75 l;69.98;93.17;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;2015;AC Champagne;;Pinot Noir, ;Keltainen, erittäin kuiva, keskihapokas, hedelmäinen, sitruksinen, aromikas;pullo;luonnonkorkki;12.0;6.7;8;;;;70.0;tilausvalikoima;3282946016094
959247;Nicolas Feuillatte Palmes d'Or Champagne Brut 2008;Nicolas Feuillatte;0.75 l;169.90;226.53;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2008;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Keltainen, erittäin kuiva, keskihapokas, sitruksinen, aprikoosinen, omenainen, pähkinäinen, kermainen, kevyen tamminen;pullo;luonnonkorkki;12.5;6.8;7;;;;70.0;vakiovalikoima;3282946015448
944922;Nicolas Feuillatte Palmes d'Or Rosé Champagne Brut 2006;Nicolas Feuillatte;0.75 l;209.99;279.99;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2006;AC Champagne;;Pinot Noir, ;Helakanpunainen, erittäin kuiva, hapokas, metsämansikkainen, elegantti, marsipaaninen;pullo;luonnonkorkki;12.0;5.9;8;;;;70.0;tilausvalikoima;3282946015462
008662;Nicolas Feuillatte Réserve Exclusive Champagne Brut;Nicolas Feuillatte;0.75 l;49.98;66.51;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Viherkeltainen, erittäin kuiva, hapokas, viheromenainen, sitruksinen, aprikoosinen, mineraalinen, kevyen marsipaaninen;pullo;luonnonkorkki;12.0;6.1;8;;;;70.0;vakiovalikoima;3282946006835
008229;Nicolas Feuillatte Réserve Exclusive Champagne Brut;Nicolas Feuillatte;0.2 l;15.98;79.4;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Viherkeltainen, erittäin kuiva, hapokas, sitruksinen, keltaluumuinen, viheromenainen, mantelinen, kevyen paahteinen;pullo;metallinen kierrekapseli;12.0;6.1;10;;;;70.0;vakiovalikoima;3282946107662
901298;Nicolas Feuillatte Réserve Exclusive Champagne Brut Magnum;Nicolas Feuillatte;1.5 l;108.99;72.66;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, hedelmäinen, sitruksinen, paahteinen;pullo;luonnonkorkki;12.0;6.1;11;;;;70.0;tilausvalikoima;3282946007252
511897;Nicolas Feuillatte Réserve Exclusive Rosé Champagne Brut;Nicolas Feuillatte;0.75 l;58.98;78.51;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, Pinot Meunier, Chardonnay, ;Oranssinpunainen, erittäin kuiva, keskihapokas, sitruksinen, kirsikkainen, metsämansikkainen, kevyen paahteinen;pullo;luonnonkorkki;12.0;6.7;11;;;;70.0;vakiovalikoima;3282946066860
596117;Nominé-Renard Special Club Champagne Brut 2019;Nominé Renard;0.75 l;89.80;119.73;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2019;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, hapokas, keltaluumuinen, sitruksinen, briossinen, kevyen kermainen, mineraalinen, paahteinen, hennon pähkinäinen, runsas;pullo;luonnonkorkki;12.5;7.4;6;;;;70.0;vakiovalikoima;3486742011356
953018;Palmer & Co  La Réserve Magnum Champagne Brut;Champagne Palmer & Co;1.5 l;125.00;83.33;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, hedelmäinen, paahteinen, tyylikäs;pullo;luonnonkorkki;12.0;6.8;9;;;;70.0;tilausvalikoima;3446281100041
928227;Palmer & Co Amazone Champagne Brut;Palmer & Co;0.75 l;169.99;226.65;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, erittäin hapokas, moniulotteinen, elegantti, briossinen;pullo;luonnonkorkki;12.0;6.9;9;;;;70.0;tilausvalikoima;3446281500032
924837;Palmer & Co Blanc de Blancs Champagne Brut 2018;Palmer & Co;0.75 l;82.98;110.51;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2018;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, kevyen kermainen, kypsän sitruksinen, tyylikäs;pullo;luonnonkorkki;12.0;4.9;12;;;;70.0;tilausvalikoima;3446281300038
917108;Palmer & Co Blanc de Blancs Magnum Champagne Brut;Champagne Palmer & Co;1.5 l;188.99;125.99;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, keltaluumuinen, limettinen, viheromenainen, aprikoosinen, kevyen paahteinen, hennon marsipaaninen;pullo;luonnonkorkki;12.0;7.3;9;;;;70.0;vakiovalikoima;3446281300045
926508;Palmer & Co Blanc de Noirs  Champagne Brut Magnum;Champagne Palmer & Co;1.5 l;176.00;117.33;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, Pinot Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, punaherukkainen, yrttinen, kermainen;pullo;luonnonkorkki;12.0;6.7;9;;;;70.0;tilausvalikoima;3446281150046
936077;Palmer & Co Blanc de Noirs Champagne Brut;Champagne Palmer & Co;0.75 l;79.98;106.64;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, Pinot Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, punaherukkainen, mausteinen, yrttinen;pullo;luonnonkorkki;12.0;6.4;7;;;;70.0;tilausvalikoima;3446281150039
951104;Palmer & Co Collection Blanc de Blancs Champagne Brut Magnum 1985;Champagne Palmer;1.5 l;655.00;436.67;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1985;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, paahteinen, tyylikäs, moniulotteinen;pullo;luonnonkorkki;12.0;7.3;5;;;;70.0;tilausvalikoima;3446283859848
900052;Palmer & Co Collection Vintage Champagne Brut 1980;Champagne Palmer & Co;0.75 l;258.00;344.0;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1980;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, paahteinen, pähkinäinen, tyylikäs;pullo;luonnonkorkki;12.0;8.2;6;;;;70.0;tilausvalikoima;3446284809835
900733;Palmer & Co Collection Vintage Champagne Brut 1997;Champagne Palmer;0.75 l;266.78;355.71;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1997;AC Champagne;;Pinot Noir, Chardonnay, Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, paahteinen, kehittynyt, elegantti;pullo;luonnonkorkki;12.0;7.6;5;;;;70.0;tilausvalikoima;3446284979835
901759;Palmer & Co Collection Vintage Champagne Brut 1999;Champagne Palmer & Co;0.75 l;275.57;367.43;uutuus;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1999;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, kermainen, pähkinäinen, paahteinen;pullo;luonnonkorkki;12.0;6.1;7;;;;70.0;tilausvalikoima;3446284999833
901001;Palmer & Co Collection Vintage Champagne Brut Magnum 1985;Champagne Palmer & Co;1.5 l;662.26;441.51;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1985;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, marmeladinen, moniulotteinen, tyylikäs;pullo;luonnonkorkki;12.0;7.4;5;;;;70.0;tilausvalikoima;3446284859847
939628;Palmer & Co Collection Vintage Champagne Brut Magnum 1999;Champagne Palmer;1.5 l;488.00;325.33;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1999;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, kermainen, paahteinen, hasselpähkinäinen;pullo;luonnonkorkki;12.0;5.9;6;;;;70.0;tilausvalikoima;3446284999840
907251;Palmer & Co Extra Réserve Champagne Extra-Brut;Champagne Palmer;0.75 l;66.71;88.95;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, hedelmäinen, mantelinen, mineraalinen;pullo;luonnonkorkki;12.0;7.2;5;;;;70.0;tilausvalikoima;3446288100037
925537;Palmer & Co Grands Terroirs Champagne Brut 2015;Champagne Palmer & Co;0.75 l;98.00;130.53;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2015;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Meunier, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, paahtoleipäinen, hennon mantelinen, vivahteikas;pullo;luonnonkorkki;12.0;7.3;9;;;;70.0;vakiovalikoima;3446285200037
947164;Palmer & Co Grands Terroirs Champagne Brut Magnum 2003;Champagne Palmer & Co;1.5 l;464.00;309.33;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2003;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, briossinen, hasselpähkinäinen, tyylikäs;pullo;luonnonkorkki;12.0;6.1;8;;;;70.0;tilausvalikoima;3446285204042
937353;Palmer & Co Grands Terroirs Champagne Brut Magnum 2015;Champagne Palmer & Co;1.5 l;214.00;142.67;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2015;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Pinot Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, hedelmäinen, paahteinen, elegantti;pullo;luonnonkorkki;12.0;5.2;10;;;;70.0;tilausvalikoima;3446285200044
938077;Palmer & Co La Réserve Champagne Brut;Palmer & Co;0.75 l;54.90;73.07;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, hedelmäinen, paahteinen, elegantti;pullo;luonnonkorkki;12.0;4.7;11;;;;70.0;tilausvalikoima;3446281100034
909223;Palmer & Co La Réserve Champagne Brut;Champagne Palmer & Co;0.375 l;29.99;79.71;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, keltaomenainen, mantelinen, paahtoleipäinen;pullo;luonnonkorkki;12.0;6.6;8;;;;70.0;vakiovalikoima;3446281100027
945828;Palmer & Co La Réserve Champagne Brut Mathusalem;Champagne Palmer & Co;6 l;829.16;138.19;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Puinen kuljetuspakkaus;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, elegantti, moniulotteinen, paahteinen;pullo;luonnonkorkki;12.0;6.8;9;;;;70.0;tilausvalikoima;3446281100065
956715;Palmer & Co La Réserve Champagne Demi-Sec;Champagne Palmer;0.75 l;64.54;86.05;;B10;kuohuviinit ja samppanjat;Lempeä & makeahko;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Kullankeltainen, puolimakea, hapokas, persikkainen, aprikoosinen, paahteinen;pullo;luonnonkorkki;12.0;4.3;37;;;;80.0;tilausvalikoima;3446282100033
928238;Palmer & Co La Réserve Jeroboam Champagne Brut;Champagne Palmer & Co;3 l;369.00;123.0;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Puinen kuljetuspakkaus;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, elegantti, briossinen, moniulotteinen;pullo;luonnonkorkki;12.0;6.8;9;;;;70.0;tilausvalikoima;3446281100058
915577;Palmer & Co Rosé Solera Champagne Brut;Champagne Palmer;0.75 l;69.99;93.32;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Lohenpunainen, erittäin kuiva, hapokas, vadelmainen, paahteinen, yrttinen;pullo;luonnonkorkki;12.0;7.3;9;;;;70.0;tilausvalikoima;3446281400035
909854;Palmer & Co Rosé Solera Champagne Brut;Champagne Palmer & Co;0.375 l;36.36;96.96;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Lohenpunainen, erittäin kuiva, hapokas, vadelmainen, yrttinen, paahteinen;pullo;luonnonkorkki;12.0;6.8;7;;;;70.0;tilausvalikoima;3446281400028
904992;Palmer & Co Rosé Solera Champagne Brut Magnum;Champagne Palmer & Co;1.5 l;158.99;105.99;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Lohenpunainen, erittäin kuiva, hapokas, vadelmainen, yrttinen, paahteinen;pullo;luonnonkorkki;12.0;7.2;8;;;;70.0;tilausvalikoima;3446281400042
913726;Pascal Doquet Anthocyanes Premier Cru Rosé Champagne Extra-Brut;Champagne Pascal Doquet;0.75 l;71.29;95.05;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;Luomu;;Ranska;Champagne;;AOC Champagne;;Chardonnay, Pinot Noir, ;Vaaleanpunainen, erittäin kuiva, hapokas, kukkainen, marjainen, rypäleinen;pullo;luonnonkorkki;12.5;6.6;4;;;;70.0;tilausvalikoima;3760011500131
922423;Pascal Doquet Diapason Grand Cru Le Mesnil Sur Oger Champagne Extra Brut;Champagne Pascal Doquet;0.75 l;84.89;113.19;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;Luomu;;Ranska;Champagne;;AOC Champagne;;Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, briossinen, keltaomenainen, mausteinen;pullo;luonnonkorkki;12.5;6.8;4;;;;70.0;tilausvalikoima;3760011500070
901642;Paul Bara Grand Cru Bouzy Réserve Champagne Brut;Paul Bara;0.75 l;57.98;77.31;uutuus;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Vaaleankeltainen, kuiva, keskihapokas, hedelmäarominen, kevyen persikkainen, hennon pippurinen;pullo;luonnonkorkki;12.5;7.4;7;;;;70.0;tilausvalikoima;3700598400004
901758;Paul Clouet Bouzy MV Grand Cru Blanc de Noirs Champagne Extra-Brut;Champagne Paul Clouet;0.75 l;56.78;75.71;uutuus;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, ;Oljenkeltainen, erittäin kuiva, hapokas, sitruksinen, hedelmäinen, marjainen;pullo;luonnonkorkki;12.0;6.6;2;;;;70.0;tilausvalikoima;3559801060517
507477;Paul Marie Bertrand Summer Collection Champagne Brut;Paul-Marie Bertrand;0.75 l;34.34;45.65;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, hapokas, sitruksinen, viheromenainen, greippinen, persikkainen, mineraalinen, hennon kukkainen, kevyen pähkinäinen;pullo;luonnonkorkki;12.5;6.2;8;;;;70.0;kausituote;3760045740008
936803;Penet Chardonnet Grand Cru Terroir Escence Champagne Extra Brut;Penet Chardonnet;0.75 l;73.09;97.45;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Kellertävä, erittäin kuiva, erittäin hapokas, hedelmäinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.0;9.5;7;;;;70.0;tilausvalikoima;3770002470022
922982;Penet-Chardonnet La Croix l’Aumonier Grand Cru Champagne Extra Brut 2011;La Maison Penet;0.75 l;172.46;229.95;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2011;AC Champagne;Saattaa sisältää sakkaa;Pinot Noir, ;Keltainen, erittäin kuiva, hapokas, sitruksinen, mineraalinen, paahteinen;pullo;luonnonkorkki;12.5;6.8;2;;;;70.0;tilausvalikoima;3770002470398
