Alkon hinnasto 13.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
901591;Jermann Vinnae Ribolla Gialla 2020;Jermann;0.75 l;34.99;46.65;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Friuli;2020;IGT Venezia Giulia;;Ribolla Gialla, ;Vaaleankeltainen, kuiva, keskihapokas, hennon mineraalinen, hennon persikkainen, kevyen meloninen;pullo;luonnonkorkki;12.5;6.5;1;;;;70.0;tilausvalikoima;8033324030318
901592;Jermann Vintage Tunina  2021;Jermann;0.75 l;78.64;104.85;;130;valkoviinit;Pehmeä & Kepeä;;;Italia;Friuli;2021;IGT Venezia Giulia;;Chardonnay, Sauvignon, Ribolla Gialla, Malvasia, ;Oljenkeltainen, kuiva, keskihapokas, hennon hunajainen, sitruksinen, kevyen hunajameloninen;pullo;luonnonkorkki;13.5;5.7;1;;;;80.0;tilausvalikoima;8033324031360
505767;Livon Friulano 2024;Livon;0.75 l;18.35;24.33;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Friuli;2024;DOC Collio;;Friulano, ;Viherkeltainen, kuiva, hapokas, greippinen, kypsän limettinen, viheromenainen, mineraalinen, hennon yrttinen;pullo;luonnonkorkki;13.0;6.2;0;;;;70.0;vakiovalikoima;8024650050422
901801;Odulin Ribolla Gialla 2024;The Wine People;0.75 l;16.98;22.64;uutuus;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Friuli;2024;IGT Venezia Giulia;;Ribolla Gialla, ;Vaaleanviherkeltainen, kuiva, hapokas, kypsän herukkainen, aprikoosinen, yrttinen;pullo;luonnonkorkki;12.5;5.5;4;;;;70.0;tilausvalikoima;8034115197890
906852;Pitars Braida Santa Cecilia Pinot Grigio 2023;Pitars;0.75 l;15.98;21.31;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Friuli;2023;DOC Friuli;;Pinot Grigio, ;Vaalea, kuiva, keskihapokas, kukkainen, päärynäinen, sitruksinen;pullo;luonnonkorkki;12.5;5.4;1;;;;70.0;tilausvalikoima;8032927221000
923082;Pitars Braida Santa Cecilia Sauvignon 2023;Pitars;0.75 l;14.99;19.99;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Friuli;2023;DOC Friuli;;Sauvignon Blanc, ;Vaaleankeltainen, kuiva, hapokas, yrttinen, trooppisen hedelmäinen, meloninen;pullo;luonnonkorkki;12.5;6.3;3;;;;70.0;tilausvalikoima;8032927221055
922526;Pitars Traminer Aromatico Braida Santa Cecilia 2022;Pitars;0.75 l;15.98;21.31;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Friuli;2022;DOC Friuli;;Gewürztraminer, ;Vaaleankeltainen, kuiva, keskihapokas, ruusuinen, mausteinen, persikkainen;pullo;luonnonkorkki;12.5;4.4;3;;;;70.0;tilausvalikoima;8032927221048
582487;Ronco delle Betulle Sauvignon 2021;Ronco delle Betulle;0.75 l;20.87;27.69;;130;valkoviinit;Vivahteikas & Ryhdikäs;Luomu;;Italia;Friuli;2021;DOC Friuli Colli Orientali;;Sauvignon Blanc, ;Vaaleankeltainen, kuiva, hapokas, keltaomenainen, persikkainen, ananaksinen, sitruksinen, mausteinen, kevyen paahteinen;pullo;luonnonkorkki;14.0;4.8;2;;;;80.0;vakiovalikoima;8033524590919
941306;Vignai da Duline Pinot Grigio 2022;Vignai da Duline;0.75 l;43.38;57.84;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Friuli;2022;DOC Friuli Colli Orientali;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote. Alkuviini;Pinot Grigio, ;Vaaleankeltainen, kuiva, erittäin hapokas, omenainen, hedelmäinen, mausteinen;pullo;luonnonkorkki;14.0;5.2;2;;;;80.0;tilausvalikoima;6430081110970
539867;Volpe Pasini Grivò Pinot Grigio 2023;Volpe Pasini;0.75 l;22.98;30.51;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Friuli;2023;DOC Friuli Colli Orientali;;Pinot Grigio, ;Vaaleankeltainen, kuiva, hapokas, kypsän päärynäinen, sitruksinen, keltaluumuinen, yrttinen, kevyen kukkainen;pullo;metallinen kierrekapseli;12.5;5.1;3;;;;70.0;vakiovalikoima;8015066771216
568877;Volpe Pasini Zuc di Volpe Sauvignon 2021;Volpe Pasini;0.75 l;37.90;50.53;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Friuli;2021;DOC Friuli Colli Orientali;;Sauvignon Blanc, ;Vaaleankeltainen, kuiva, hapokas, viheromenainen, herukkainen, sitruksinen, mineraalinen, kevyen valkopippurinen, hennon yrttinen;pullo;luonnonkorkki;13.0;7.4;1;;;;70.0;erikoiserä;8015066773326
906682;Tenuta Iuzzolini Madre Goccia;Tenuta Iuzzolini;0.75 l;24.02;32.03;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Kalabria;;IGT Calabria;;Chardonnay, Greco Bianco, ;Vaaleanviherkeltainen, kuiva, hapokas, aprikoosinen, hedelmäinen, seljankukkainen;pullo;synteettinen korkki;12.5;5.9;0;;;;70.0;tilausvalikoima;8050046760217
901490;Feudi di San Gregorio Costa delle Parracine 2024;Feudi di San Gregorio;0.75 l;34.13;45.51;;130;valkoviinit;Pehmeä & Kepeä;;;Italia;Kampania;2024;DOC Ischia Forastera;;Forastera, ;Oljenkeltainen, kuiva, vähän hapokas, hedelmäinen, hennon valkopersikkainen, hennon yrttinen;pullo;luonnonkorkki;12.5;5.3;2;;;;70.0;tilausvalikoima;8022888450137
573807;Feudi di San Gregorio Falanghina del Sannio 2024;Feudi di San Gregorio;0.75 l;17.72;23.63;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Kampania;2024;DOC Falanghina del Sannio;;Falanghina, ;Viherkeltainen, kuiva, hapokas, sitruksinen, päärynäinen, greippinen, hennon yrttinen;pullo;luonnonkorkki;12.5;5.5;0;;;;70.0;vakiovalikoima;8022888350017
956052;Lacryma Christi Del Vesuvio Bianco 2023;Sorrentino;0.375 l;11.46;30.56;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Kampania;2023;DOP Vesuvio;Saattaa sisältää sakkaa;Coda di Volpe, ;Oljenkeltainen, kuiva, keskihapokas, mineraalinen, päärynäinen, hunajainen;pullo;luonnonkorkki;12.5;5.5;1;;;;70.0;tilausvalikoima;8026188243857
902024;Terrae Laboriae Nari Orange 2024;Terrae Laboriae;0.75 l;49.22;65.63;uutuus;130;valkoviinit;Pirteä & Hedelmäinen;Alkuviini;;Italia;Kampania;2024;IGP Campania;Saattaa sisältää sakkaa. Ei lisättyä sulfiittia. Alkuviini. Oranssiviini;Falanghina, Trebbiano, Malvasia, ;Meripihkanoranssi, kuiva, keskihapokas, ananaksinen, persikkainen, trooppisen hedelmäinen;pullo;luonnonkorkki;12.0;4.3;1;;;;70.0;tilausvalikoima;0808375150289
901036;Terrae Laboriae Okron Malvasia 2023;Terrae Laboriae;0.75 l;46.72;62.29;;130;valkoviinit;Vivahteikas & Ryhdikäs;Alkuviini;;Italia;Kampania;2023;IGP Benevento;Saattaa sisältää sakkaa. Ei lisättyä sulfiittia. Alkuviini. Oranssiviini;Malvasia, ;Kullankeltainen, kuiva, hapokas, aprikoosinen, hunaja-arominen, hennon sitruksinen;pullo;luonnonkorkki;13.0;5.0;2;;;;70.0;tilausvalikoima;0808375150319
901035;Terrae Laboriae Speri Falanghina 2023;Terrae Laboriae;0.75 l;52.12;69.49;;130;valkoviinit;Vivahteikas & Ryhdikäs;Alkuviini;;Italia;Kampania;2023;IGP Campania;Saattaa sisältää sakkaa. Ei lisättyä sulfiittia. Alkuviini. Oranssiviini;Falanghina, ;Meripihkanoranssi, kuiva, hapokas, appelsiininen, kypsän persikkainen, hunaja-arominen;pullo;luonnonkorkki;13.0;4.9;1;;;;70.0;tilausvalikoima;0808375150302
900774;Terredora di Paolo Loggia della Serra Greco di Tufo 2022;Terredora di Paolo;0.75 l;29.99;39.99;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Kampania;2022;DOCG Greco di Tufo;;Greco Bianco, ;Kullankeltainen, kuiva, hapokas, sitruksinen, hennon kukkainen, mineraalinen;pullo;luonnonkorkki;12.5;5.3;0;;;;70.0;tilausvalikoima;8026008012007
918014;Ciucci Donna Walda 2023;Ciucci;0.75 l;20.41;27.21;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Lazio;2023;IGT Lazio;;Vermentino, ;Sitruunankeltainen, kuiva, keskihapokas, sitruksinen, päärynäinen, keltaomenainen;pullo;luonnonkorkki;12.5;5.3;1;;;;70.0;tilausvalikoima;8388777576112
540827;Gotto d'Oro Frascati Secco 2020;Gotto d'Oro;0.75 l;11.42;15.09;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lazio;2020;DOP Frascati;;Malvasia del Lazio, Trebbiano Toscano, ;Vaaleankeltainen, kuiva, keskihapokas, sitruksinen, keltaomenainen, kevyen raparperinen, hennon mausteinen;pullo;luonnonkorkki;12.0;4.7;1;;;;70.0;vakiovalikoima;8000985000615
901688;Principe Pallavicini Frascati 2024;Principe Pallavicini;0.375 l;10.97;29.25;uutuus;130;valkoviinit;Pehmeä & Kepeä;;;Italia;Lazio;2024;DOC Frascati;Saattaa sisältää sakkaa;Malvasia, Trebbiano, Greco Bianco, ;Oljenkeltainen, kuiva, keskihapokas, hedelmäinen, hennon mantelinen, hennon persikkainen;pullo;luonnonkorkki;12.5;5.4;3;;;;70.0;tilausvalikoima;8008672375725
930857;Bulgarini Lugana 2023;Bulgarini Fausto;0.75 l;26.95;35.93;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lombardia;2023;DOC Lugana;;Trebbiano di Lugana, ;Vaaleankeltainen, kuiva, hapokas, aprikoosinen, sitruksinen, persikkainen;pullo;luonnonkorkki;12.5;6.5;6;;;;70.0;tilausvalikoima;8034108440019
935507;Nino Negri Ca' Brione 2022;Nino Negri;0.75 l;34.99;46.65;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Lombardia;2022;IGT Alpi Retiche;;Chardonnay, Chiavennasca, Sauvignon Blanc, ;Vaaleanviherkeltainen, kuiva, hapokas, mineraalinen, sitruksinen, vaniljainen;pullo;synteettinen korkki;13.0;6.0;2;;;;70.0;tilausvalikoima;8000160660474
942241;Passi Reali Riesling 2022;Passione Natura;0.75 l;11.99;15.85;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lombardia;2022;DOC Oltrepo Pavese;;Riesling, ;Vaaleankeltainen, kuiva, hapokas, keltaomenainen, greippinen, mausteinen, kevyen mineraalinen;pullo;metallinen kierrekapseli;12.5;5.9;4;;;;70.0;vakiovalikoima;8032894063122
581577;Pino Pino Vino Frizzante Pinot Noir;Statiellae;0.75 l;10.48;13.84;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lombardia;;IGT Provincia di Pavia;;Pinot Noir, ;Vaalea, puolikuiva, hapokas, päärynäinen, sitruksinen, kevyen persikkainen, pirskahteleva;lasipullo;metallinen kierrekapseli;11.5;5.7;13;;;;70.0;vakiovalikoima;8056457510809
916868;Tenuta Fornace TuttoSole 2021;Tenuta Fornace;0.75 l;30.26;40.35;;130;valkoviinit;Runsas & Paahteinen;Luomu;;Italia;Lombardia;2021;IGT Provincia Di Pavia;Saattaa sisältää sakkaa. Oranssiviini;Malvasia, Moscato Giallo, ;Oranssi, kuiva, hapokas, kukkainen, hedelmäinen, paahteinen;pullo;luonnonkorkki;12.5;5.6;1;;;;70.0;tilausvalikoima;8059617371159
939714;Tommasi Le Fornaci Lugana 2024;Tommasi Viticoltori;0.75 l;18.69;24.79;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lombardia;2024;DOC Lugana;;Turbiana, ;Keltainen, kuiva, keskihapokas, greippinen, hedelmäinen;pullo;luonnonkorkki;12.5;6.3;4;;;;70.0;tilausvalikoima;8004645359105
950834;Viva Valentina Organic Riesling 2024;Viva Valentina;0.75 l;14.98;19.84;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lombardia;2024;IGT Pavia;Vegaaneille soveltuva tuote;Riesling, ;Keltainen, puolikuiva, hapokas, sitruunainen, klementiininen, keltaomenainen, hennon petrolinen, ruusuinen;pullo;metallinen kierrekapseli;11.5;5.5;10;;;;70.0;vakiovalikoima;8033275525079
902320;Viva Valentina Organic Riesling 2024 tölkki;Viva Valentina;0.25 l;5.48;21.92;uutuus;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Lombardia;2024;IGT Pavia;;Riesling, ;Vaaleankeltainen, puolikuiva, hapokas, keltaomenainen, sitruksinen, päärynäinen;tölkki;metallipakkaus;11.5;5.7;9;;;;70.0;tilausvalikoima;8033275525925
933427;Zenato Lugana Riserva 2021;Zenato;0.75 l;46.90;62.4;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Lombardia;2021;DOC Lugana Riserva;;Trebbiano di Lugana, ;Kullankeltainen, kuiva, hapokas, vaniljainen, trooppisen hedelmäinen, kukkainen;pullo;luonnonkorkki;13.5;5.4;2;;;;80.0;tilausvalikoima;8005631000162
008234;Zenato Lugana San Benedetto 2024;Zenato;0.75 l;18.98;25.17;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Lombardia;2024;DOC Lugana;;Trebbiano di Lugana, ;Vaaleankeltainen, kuiva, hapokas, sitruksinen, viheromenainen, päärynäinen, kevyen yrttinen;pullo;luonnonkorkki;13.0;6.1;6;;;;80.0;vakiovalikoima;8005631000025
532657;Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2024;Bucci;0.75 l;25.03;33.24;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Marche;2024;DOC Verdicchio dei Castelli di Jesi Classico Superiore;Saattaa sisältää sakkaa;Verdicchio, ;Vaaleankeltainen, kuiva, keskihapokas, greippinen, keltaomenainen, kevyen mausteinen, hennon valkoherukkainen;pullo;luonnonkorkki;13.0;6.0;1;;;;70.0;vakiovalikoima;8059692650255
929976;Cocci Grifoni Merlo Pecorino Organic Natural 2024;Tenuta Cocci Grifoni;0.75 l;14.98;19.84;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Marche;2024;IGT Marche;Saattaa sisältää sakkaa. Alkuviini;Pecorino, ;Vaaleankeltainen, kuiva, hapokas, sitruksinen, omenainen, keltaluumuinen, yrttinen, mausteinen;pullo;metallinen kierrekapseli;14.0;6.0;2;;;;80.0;vakiovalikoima;8010109054875
930251;Le Vaglie Verdicchio dei Castelli di Jesi Classico 2021;Santa Barbara;0.75 l;25.23;33.64;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Marche;2021;DOC Verdicchio dei Castelli di Jesi Classico;;Verdicchio, ;Viherkeltainen, kuiva, hapokas, kiivinen, limettinen, litsiluumuinen;pullo;luonnonkorkki;13.0;6.3;2;;;;70.0;tilausvalikoima;8003678550015
515227;Pievalta Tre Ripe Verdicchio dei Castelli di Jesi 2023;Pievalta;0.75 l;19.31;25.61;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Marche;2023;DOC Verdicchio dei Castelli di Jesi;Vegaaneille soveltuva tuote;Verdicchio, ;Vaaleankeltainen, kuiva, hapokas, viheromenainen, klementiininen, päärynäinen, kevyen keltaluumuinen, yrttinen;pullo;luonnonkorkki;13.0;5.7;0;;;;70.0;vakiovalikoima;8032891000045
571527;Sartarelli Balciana 2021;Sartarelli;0.75 l;46.38;61.84;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Marche;2021;DOC Verdicchio dei Castelli di Jesi;;Verdicchio, ;Vaaleankeltainen, kuiva, hapokas, keltaluumuinen, kypsän aprikoosinen, sitruunainen, briossinen, mausteinen, pitkä;lasipullo;luonnonkorkki;15.0;5.4;1;;;;80.0;erikoiserä;8032919700032
928842;Umani Ronchi Casal di Serra 2023;Umani Ronchi;0.375 l;11.99;31.97;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Marche;2023;DOC Classico Superiore Verdicchio dei Castelli di Jesi;Saattaa sisältää sakkaa;Verdicchio, ;Vaaleankeltainen, kuiva, hapokas, hedelmäinen, sitruksinen, yrttinen;pullo;luonnonkorkki;13.0;6.0;4;;;;80.0;tilausvalikoima;8032853721179
937593;Alberto Nani Frizzante Prosecco Organic;IWB Italia S.p.A.;0.75 l;14.48;19.17;;130;valkoviinit;Pehmeä & Kepeä;;;Italia;Muut;;DOC Prosecco;Vegaaneille soveltuva tuote;Glera, ;Kellertävä, kuiva, keskihapokas, hedelmäinen, sitruksinen, viherherukkainen;pullo;luonnonkorkki;10.5;5.6;11;;;;60.0;tilausvalikoima;8003625040415
944497;Asio Otus Bianco;Barone Montalto;0.75 l;12.99;17.19;;130;valkoviinit;Pirteä & Hedelmäinen;Vegaaneille soveltuva tuote;;Italia;Muut;;;Vegaaneille soveltuva tuote;Chardonnay, Sauvignon Blanc, ;Vaaleankeltainen, puolikuiva, keskihapokas, sitruksinen, persikkainen, päärynäinen, ruusuinen;pullo;metallinen kierrekapseli;12.5;5.6;10;;;;70.0;vakiovalikoima;8055684021232
511316;Asio Otus Sauvignon Blanc kartonkitölkki;MGM;0.5 l;6.69;13.38;;130;valkoviinit;Pirteä & Hedelmäinen;Vegaaneille soveltuva tuote;;Italia;Muut;;;Vegaaneille soveltuva tuote;Sauvignon Blanc, ;Vaaleankeltainen, kuiva, hapokas, omenainen, sitruksinen, herukkainen, yrttinen;kartonkitölkki;muovisuljin;12.0;6.7;0;;;;70.0;vakiovalikoima;8030423005551
942511;Casa Charlize Cuvée Alba;Cantine Casa Charlize;0.75 l;11.99;15.85;;130;valkoviinit;Lempeä & Makeahko;Vegaaneille soveltuva tuote;;Italia;Muut;;;Vegaaneille soveltuva tuote;Viognier, Malvasia, ;Kullankeltainen, puolikuiva, keskihapokas, hedelmäinen, kukkainen, keltaluumuinen;pullo;luonnonkorkki;13.0;5.9;12;;;;80.0;tilausvalikoima;4740158011164
920448;Farmers Market Organic Bianco;Winepartners Nordic;0.75 l;9.98;13.17;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Muut;;;Vegaaneille soveltuva tuote;Chardonnay, Fiano, ;Vaaleankeltainen, kuiva, keskihapokas, keltaomenainen, persikkainen, sitruksinen;pullo;metallinen kierrekapseli;12.5;6.0;7;;;;70.0;tilausvalikoima;7340118200170
922077;Hashtag Sauvignon 2020;Ferro13;0.75 l;16.92;22.43;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Muut;2020;Varietale Italia;;Sauvignon Blanc, ;Vaaleanviherkeltainen, kuiva, hapokas, sitruksinen, keltaluumuinen, valkopersikkainen, hennon herukanlehtinen, mausteinen;pullo;luonnonkorkki;11.5;7.0;6;;;;70.0;vakiovalikoima;8056471130052
958226;Iuzzolini Ciro Bianco 2021;Tenuta Iuzzolini;0.75 l;14.41;19.21;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Muut;2021;DOC Ciro;;Greco Bianco, ;Oljenkeltainen, kuiva, hapokas, hedelmäinen, kukkainen, sitruksinen;pullo;luonnonkorkki;12.0;5.4;8;;;;70.0;tilausvalikoima;8050046760033
933457;Passi Reali Organico Appassimento Bianco 2024;Passione Natura;0.75 l;14.50;19.2;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Muut;2024;Vino Bianco Italia;;Chardonnay, Trebbiano, ;Keltainen, puolikuiva, keskihapokas, aprikoosinen, hunajameloninen, keltaluumuinen, kevyen omenainen, yrttinen;pullo;metallinen kierrekapseli;13.0;5.3;10;;;;80.0;vakiovalikoima;8032894052195
913114;Pesce Bianco Organic 2021;ICQRF;0.75 l;14.98;19.84;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Muut;2021;;;Catarratto, ;Vaaleankeltainen, kuiva, hapokas, keltaomenainen, persikkainen, sitruksinen, mausteinen, hennon tamminen;pullo;metallinen kierrekapseli;12.5;6.0;0;;;;70.0;vakiovalikoima;7340183300645
901263;Tavernello Bianco 2024 kartonkitölkki;Caviro;0.25 l;2.99;11.96;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Muut;2024;Vino Bianco d'Italia;;Trebbiano, Grillo, Chardonnay, ;Oljenkeltainen, kuiva, keskihapokas, sitruksinen, kukkainen, hennon aprikoosinen;kartonkitölkki;muovisuljin;10.5;5.4;6;;;;60.0;tilausvalikoima;0000080272670
901798;The Wanted Chardonnay 2024;Orion Wines;0.75 l;12.59;16.65;uutuus;130;valkoviinit;Vivahteikas & Ryhdikäs;Vegaaneille soveltuva tuote;;Italia;Muut;2024;;Vegaaneille soveltuva tuote;Chardonnay, ;Vaaleankeltainen, kuiva, hapokas, hennon sitruksinen, trooppisen hedelmäinen, kevyen tamminen;pullo;metallinen kierrekapseli;13.5;7.0;9;;;;80.0;tilausvalikoima;8052432832348
582178;U/B Botane Albero Chardonnay kartonkitölkki;Hartwall Oy;1 l;9.99;9.99;;130;valkoviinit;Pehmeä & Kepeä;;;Italia;Muut;;Vino Bianco Italiano;;Chardonnay, ;Vaaleanviherkeltainen, kuiva, keskihapokas, sitruksinen, keltaomenainen, karambolainen, kevyen yrttinen;kartonkitölkki;muovisuljin;12.0;5.2;4;;;;70.0;vakiovalikoima;6430037251153
931592;With Love Sauvignon 2023;Torri Cantine;0.75 l;12.99;17.19;;130;valkoviinit;Pirteä & Hedelmäinen;Luomu;;Italia;Muut;2023;;;Sauvignon Blanc, ;Kullankeltainen, kuiva, keskihapokas, sitruksinen, mineraalinen, hedelmäinen;pullo;metallinen kierrekapseli;13.0;6.4;6;;;;80.0;tilausvalikoima;8033011214144
008384;Zonin Frizzantino Amabile;Zonin;0.75 l;8.98;11.84;;130;valkoviinit;Lempeä & Makeahko;;;Italia;Muut;;;Matala-alkoholinen;Moscato, ;Vaalea, puolimakea, keskihapokas, päärynäinen, persikkainen, hennon litsiluumuinen, pirskahteleva;pullo;metallinen kierrekapseli;7.5;5.4;47;;;;60.0;vakiovalikoima;8002235151559
940978;Alessandro Rivetto Albori Nascetta 2021;Alessandro Rivetto;0.75 l;28.95;38.6;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Piemonte;2021;DOC Langhe;;Nascetta, ;Vaaleankeltainen, kuiva, hapokas, yrttinen, trooppisen hedelmäinen, mineraalinen;pullo;luonnonkorkki;13.0;5.4;1;;;;70.0;tilausvalikoima;8056459995154
516207;Angelo Negro Onorata Favorita 2022;Negro Angelo e Figli;0.75 l;16.99;22.52;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Piemonte;2022;DOC Langhe;;Favorita, ;Viherkeltainen, kuiva, hapokas, sitruksinen, viheromenainen, kevyen nektariininen, mineraalinen, hennon yrttinen;pullo;luonnonkorkki;13.0;5.5;2;;;;70.0;vakiovalikoima;8022806003001
900748;Anima Mia Piemonte Sauvignon 2024;Pico Maccario;0.75 l;14.37;19.16;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Piemonte;2024;DOC Piemonte;Saattaa sisältää sakkaa;Sauvignon, ;Oljenkeltainen, kuiva, hapokas, kukkainen, trooppisen hedelmäinen, kevyen mineraalinen;pullo;synteettinen korkki;12.0;6.0;2;;;;70.0;tilausvalikoima;8033501071875
916755;Baricchi Jonny Gambato Frizzante;Cascina Baricchi;0.75 l;37.95;50.6;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Piemonte;;;Sisältää sakkaa;Pinot Nero, Chardonnay, Viognier, Riesling, Chenin Blanc, ;Kirkkaankeltainen, kuiva, hapokas, pirskahteleva, viheromenainen;pullo;kruunukorkki;10.0;8.2;8;;;;60.0;tilausvalikoima;6429811044098
925885;Baricchi Luna Bianca;Cascina Baricchi;0.75 l;34.68;46.24;;130;valkoviinit;Pehmeä & Kepeä;;;Italia;Piemonte;;;Saattaa sisältää sakkaa;Chardonnay, Cortese, ;Vaaleankeltainen, kuiva, hapokas, sitruksinen, hedelmäinen;pullo;luonnonkorkki;12.0;6.2;10;;;;70.0;tilausvalikoima;6429811044104
500027;Bel Colle Langhe Arneis 2024;Bel Colle;0.75 l;13.48;17.84;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Piemonte;2024;DOC Langhe;;Arneis, ;Vaaleanviherkeltainen, kuiva, hapokas, sitruksinen, viherpäärynäinen, valkopersikkainen, kevyen greippinen, yrttinen;pullo;luonnonkorkki;13.0;5.3;4;;;;80.0;vakiovalikoima;8032793975557
900298;Boffa Roero Arneis 2024;Boffa Carlo;0.75 l;27.98;37.31;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Piemonte;2024;DOCG Roero Arneis;;Arneis, ;Vaaleankeltainen, kuiva, hapokas, omenainen, yrttinen, mineraalinen;pullo;luonnonkorkki;13.5;5.4;2;;;;80.0;tilausvalikoima;8058159471587
550614;Borgo Maragliano La Caliera Moscato d'Asti 2024;Borgo Maragliano;0.375 l;9.79;25.84;;130;valkoviinit;;;;Italia;Piemonte;2024;DOCG Moscato d'Asti;Matala-alkoholinen;Moscato Bianco, ;Vaaleanviherkeltainen, makea, hapokas, aprikoosinen, päärynäinen, ananaksinen, litsiluumuinen, kukkainen, pirskahteleva;pullo;metallinen kierrekapseli;6.0;5.5;126;;;;80.0;vakiovalikoima;8033765920391
953746;Bruno Rocca Cadet Chardonnay 2021;Rabaja di Bruno Rocca;0.75 l;40.60;54.13;;130;valkoviinit;Vivahteikas & Ryhdikäs;;;Italia;Piemonte;2021;DOC Langhe;;Chardonnay, ;Vaaleankeltainen, kuiva, hapokas, kukkainen, meloninen, hunajainen;pullo;luonnonkorkki;14.0;5.6;1;;;;80.0;tilausvalikoima;8033857390712
916998;Bubi Piemonte Chardonnay;C&C;0.75 l;16.99;22.52;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Piemonte;;DOC Piemonte;;Chardonnay, ;Kullankeltainen, kuiva, keskihapokas, meloninen, hedelmäinen;pullo;luonnonkorkki;12.0;5.6;2;;;;70.0;tilausvalikoima;6415600578226
901969;Carlin De Paolo Moscato D'Asti 2024;Carlin de Paolo;0.75 l;14.55;19.4;uutuus;130;valkoviinit;Lempeä & Makeahko;;;Italia;Piemonte;2024;Moscato d'Asti;Jälkiruokaviini;Moscato, ;Vaaleankeltainen, makea, keskihapokas, kukkainen, kypsän ananaksinen;pullo;metallinen kierrekapseli;5.5;6.0;119;;;;80.0;tilausvalikoima;8034097530067
908083;Castelvecchio Vino Bianco;Cantine Castelvecchio;0.75 l;9.99;13.32;;130;valkoviinit;Pirteä & Hedelmäinen;;;Italia;Piemonte;;;Saattaa sisältää sakkaa;Chardonnay, Garganega, ;Oljenkeltainen, kuiva, keskihapokas, ananaksinen, persikkainen, mineraalinen;pullo;metallinen kierrekapseli;11.0;5.5;7;;;;70.0;tilausvalikoima;8003895167102
